row_id,id,row_title,block,+/-,accounts_included,variable_name,text_field,variable_text,ib_ub,calculated,formula,Saldo,always_show,toggle_show,editable,style,item_name,Abstrakt,Datatyp,period_type,block_sub
14,715,Rörelseförvärv,BYGG,,,,,,,,,,false,,,,ByggnaderMarkForandringAnskaffningsvardenRorelseforvarv,false,xbrli:monetaryItemType,duration,
15,716,Fusion,BYGG,,,,,,,,,,false,,,,ByggnaderMarkForandringAnskaffningsvardenFusion,false,xbrli:monetaryItemType,duration,
16,717,Försäljningar/utrangeringar,BYGG,,,arets_fsg_bygg,,,,,,,false,true,true,,ByggnaderMarkForandringAnskaffningsvardenForsaljningarUtrangeringar,false,xbrli:monetaryItemType,duration,
17,718,Omklassificeringar,BYGG,,,arets_omklass_bygg,,,,,,,false,true,true,,ByggnaderMarkForandringAnskaffningsvardenOmklassificeringar,false,xbrli:monetaryItemType,duration,
18,719,Omräkningsdifferenser,BYGG,,,,,,,,,,false,,,,ByggnaderMarkForandringAnskaffningsvardenOmrakningsdifferenser,false,xbrli:monetaryItemType,duration,
19,720,Utgående anskaffningsvärden,BYGG,,1110-1117;1130-1139;1140-1149;1150-1157;1180-1189,bygg_ub,,,UB,,,debit,true,,,S2,ByggnaderMarkAnskaffningsvarden,false,xbrli:monetaryItemType,instant,
20,,Avskrivningar,BYGG,,,,,,,,,,true,,,H3,,,,,AVSKR
21,721,Ingående avskrivningar,BYGG,,1119;1159,ack_avskr_bygg_ib,,,IB,,,credit,true,,,,ByggnaderMarkAvskrivningar,false,xbrli:monetaryItemType,instant,AVSKR
22,722,Förändringar av avskrivningar,BYGG,,,,,,,,,,false,,,,ByggnaderMarkForandringAvskrivningarAbstract,true,xbrli:stringItemType,duration,AVSKR
23,723,Fusion,BYGG,,,,,,,,,,false,,,,ByggnaderMarkForandringAvskrivningarFusion,false,xbrli:monetaryItemType,duration,AVSKR
24,724,Återförda avskrivningar vid försäljningar/utrangeringar,BYGG,,,aterfor_avskr_fsg_bygg,,,,,,,false,true,true,,ByggnaderMarkForandringAvskrivningarAterfordaAvskrivningarForsaljningarRespUtrangeringar,false,xbrli:monetaryItemType,duration,AVSKR
25,725,Omklassificeringar,BYGG,,,,,,,,,,false,true,true,,ByggnaderMarkForandringAvskrivningarOmklassificeringar,false,xbrli:monetaryItemType,duration,AVSKR
26,726,Årets avskrivningar,BYGG,,,arets_avskr_bygg,,,,true,ack_avskr_bygg_ub-ack_avskr_bygg_ib,,true,,,,ByggnaderMarkForandringAvskrivningarAretsAvskrivningar,false,xbrli:monetaryItemType,duration,AVSKR
27,727,Omräkningsdifferenser,BYGG,,,,,,,,,,false,,,,ByggnaderMarkForandringAvskrivningarOmrakningsdifferenser,false,xbrli:monetaryItemType,duration,AVSKR
28,728,Utgående avskrivningar,BYGG,,1119;1159,ack_avskr_bygg_ub,,,UB,,,credit,true,,,S2,ByggnaderMarkAvskrivningar,false,xbrli:monetaryItemType,instant,AVSKR
29,,Uppskrivningar,BYGG,,,,,,,,,,false,,,H3,,,,,UPPSKR
30,729,Ingående uppskrivningar,BYGG,,,ack_uppskr_bygg_ib,,,,,,debit,false,true,true,,ByggnaderMarkUppskrivningar,false,xbrli:monetaryItemType,instant,UPPSKR
31,730,Förändringar av uppskrivningar,BYGG,,,,,,,,,,false,,,,ByggnaderMarkForandringUppskrivningarAbstract,true,xbrli:stringItemType,duration,UPPSKR
32,731,Fusion,BYGG,,,,,,,,,,false,,,,ByggnaderMarkForandringUppskrivningarFusion,false,xbrli:monetaryItemType,duration,UPPSKR
33,732,Återförda uppskrivningar vid försäljningar/utrangeringar,BYGG,,,aterfor_uppskr_fsg_bygg,,,,,,,false,true,true,,ByggnaderMarkForandringUppskrivningarAterfordaUppskrivningarForsaljningarRespUtrangeringar,false,xbrli:monetaryItemType,duration,UPPSKR
34,733,Omklassificeringar,BYGG,,,,,,,,,,false,true,true,,ByggnaderMarkForandringUppskrivningarOmklassificeringar,false,xbrli:monetaryItemType,duration,UPPSKR
35,734,Årets uppskrivningar,BYGG,,,arets_uppskr_bygg,,,,,,,false,true,true,,ByggnaderMarkForandringUppskrivningarAretsUppskrivningar,false,xbrli:monetaryItemType,duration,UPPSKR
36,735,Årets avskrivningar på uppskrivet belopp,BYGG,,,arets_avskr_uppskr_bygg,,,,,,,false,true,true,,ByggnaderMarkForandringUppskrivningarAretsAvskrivningarUppskrivetBelopp,false,xbrli:monetaryItemType,duration,UPPSKR
37,736,Omräkningsdifferenser,BYGG,,,,,,,,,,false,,,,ByggnaderMarkForandringUppskrivningarOmrakningsdifferenser,false,xbrli:monetaryItemType,duration,UPPSKR
38,737,Utgående uppskrivningar,BYGG,,,ack_uppskr_bygg_ub,,,,,,debit,false,true,,S2,ByggnaderMarkUppskrivningar,false,xbrli:monetaryItemType,instant,UPPSKR
39,,Nedskrivningar,BYGG,,,,,,,,,,false,,,H3,,,,,NEDSKR
40,738,Ingående nedskrivningar,BYGG,,1118;1158,ack_nedskr_bygg_ib,,,IB,,,credit,false,true,true,,ByggnaderMarkNedskrivningar,false,xbrli:monetaryItemType,instant,NEDSKR
41,739,Förändringar av nedskrivningar,BYGG,,,,,,,,,,false,,,,ByggnaderMarkForandringNedskrivningarAbstract,true,xbrli:stringItemType,duration,NEDSKR
42,740,Fusion,BYGG,,,,,,,,,,false,,,,ByggnaderMarkForandringNedskrivningarFusion,false,xbrli:monetaryItemType,duration,NEDSKR
43,741,Återförda nedskrivningar vid försäljningar/utrangeringar,BYGG,,,aterfor_nedskr_fsg_bygg,,,,,,,false,true,true,,ByggnaderMarkForandringNedskrivningarAterfordaNedskrivningarForsaljningarRespUtrangeringar,false,xbrli:monetaryItemType,duration,NEDSKR
44,742,Återförda nedskrivningar,BYGG,,,aterfor_nedskr_bygg,,,,,,,false,true,true,,ByggnaderMarkForandringNedskrivningarAterfordaNedskrivningar,false,xbrli:monetaryItemType,duration,NEDSKR
45,743,Omklassificeringar,BYGG,,,,,,,,,,false,true,true,,ByggnaderMarkForandringNedskrivningarOmklassificeringar,false,xbrli:monetaryItemType,duration,NEDSKR
46,744,Årets nedskrivningar,BYGG,,,arets_nedskr_bygg,,,,true,ack_nedskr_bygg_ub-ack_nedskr_bygg_ib,,false,true,true,,ByggnaderMarkForandringNedskrivningarAretsNedskrivningar,false,xbrli:monetaryItemType,duration,NEDSKR
47,745,Omräkningsdifferenser,BYGG,,,,,,,,,,false,,,,ByggnaderMarkForandringNedskrivningarOmrakningsdifferenser,false,xbrli:monetaryItemType,duration,NEDSKR
48,746,Utgående nedskrivningar,BYGG,,1118;1158,ack_nedskr_bygg_ub,,,UB,,,credit,false,true,,S2,ByggnaderMarkNedskrivningar,false,xbrli:monetaryItemType,instant,NEDSKR
49,747,Redovisat värde,BYGG,,,red_varde_bygg,,,,true,bygg_ub+ack_avskr_bygg_ub+ack_nedskr_bygg_ub,debit,true,,,S2,ByggnaderMark,false,xbrli:monetaryItemType,instant,
50,748,Kommentar till not,BYGG,,,,,,,,,,false,,,,NotByggnaderMarkKommentar,false,xbrli:stringItemType,duration,
51,749,Maskiner och andra tekniska anläggningar,MASKIN,,,,,,,,,,false,,,,NotMaskinerAndraTekniskaAnlaggningar,false,xbrli:stringItemType,duration,
52,750,Maskiner och andra tekniska anläggningar,MASKIN,,,,,,,,,,false,,,,MaskinerAndraTekniskaAnlaggningarAbstract,true,xbrli:stringItemType,duration,
53,,Anskaffningsvärden,MASKIN,,,,,,,,,,true,,,H3,,,xbrli:stringItemType,duration,
54,751,Ingående anskaffningsvärden,MASKIN,,1210-1217,maskiner_ib,,,IB,,,debit,true,,,,MaskinerAndraTekniskaAnlaggningarAnskaffningsvarden,false,xbrli:monetaryItemType,instant,
55,752,Förändringar av anskaffningsvärden,MASKIN,,,,,,,,,,false,,,,MaskinerAndraTekniskaAnlaggningarForandringAnskaffningsvardenAbstract,true,xbrli:stringItemType,duration,
56,753,Inköp,MASKIN,+,,arets_inkop_maskiner,,,,true,maskiner_ub-maskiner_ib,,true,,,,MaskinerAndraTekniskaAnlaggningarForandringAnskaffningsvardenInkop,false,xbrli:monetaryItemType,duration,
57,754,Rörelseförvärv,MASKIN,,,,,,,,,,false,,,,MaskinerAndraTekniskaAnlaggningarForandringAnskaffningsvardenRorelseforvarv,false,xbrli:monetaryItemType,duration,
58,755,Fusion,MASKIN,,,,,,,,,,false,,,,MaskinerAndraTekniskaAnlaggningarForandringAnskaffningsvardenFusion,false,xbrli:monetaryItemType,duration,
59,756,Försäljningar/utrangeringar,MASKIN,-,,arets_fsg_maskiner,,,,,,,false,true,true,,MaskinerAndraTekniskaAnlaggningarForandringAnskaffningsvardenForsaljningarUtrangeringar,false,xbrli:monetaryItemType,duration,
60,757,Omklassificeringar,MASKIN,,,arets_omklass_maskiner,,,,,,,false,true,true,,MaskinerAndraTekniskaAnlaggningarForandringAnskaffningsvardenOmklassificeringar,false,xbrli:monetaryItemType,duration,
61,758,Omräkningsdifferenser,MASKIN,,,,,,,,,,false,,,,MaskinerAndraTekniskaAnlaggningarForandringAnskaffningsvardenOmrakningsdifferenser,false,xbrli:monetaryItemType,duration,
62,759,Utgående anskaffningsvärden,MASKIN,,1210-1217,maskiner_ub,,,UB,,,debit,true,,,S2,MaskinerAndraTekniskaAnlaggningarAnskaffningsvarden,false,xbrli:monetaryItemType,instant,
63,,Avskrivningar,MASKIN,,,,,,,,,,true,,,H3,,,xbrli:stringItemType,duration,
64,760,Ingående avskrivningar,MASKIN,,1219,ack_avskr_maskiner_ib,,,IB,,,credit,true,,,,MaskinerAndraTekniskaAnlaggningarAvskrivningar,false,xbrli:monetaryItemType,instant,
65,761,Förändringar av avskrivningar,MASKIN,,,,,,,,,,false,,,,MaskinerAndraTekniskaAnlaggningarForandringAvskrivningarAbstract,true,xbrli:stringItemType,duration,
66,762,Fusion,MASKIN,,,,,,,,,,false,,,,MaskinerAndraTekniskaAnlaggningarForandringAvskrivningarFusion,false,xbrli:monetaryItemType,duration,
67,763,Återförda avskrivningar vid försäljningar/utrangeringar,MASKIN,+,,aterfor_avskr_fsg_maskin,,,,,,,false,true,true,,MaskinerAndraTekniskaAnlaggningarForandringAvskrivningarAterfordaAvskrivningarForsaljningarRespUtrangeringar,false,xbrli:monetaryItemType,duration,
68,764,Omklassificeringar,MASKIN,,,omklass_avskr_maskiner,,,,,,,false,true,true,,MaskinerAndraTekniskaAnlaggningarForandringAvskrivningarOmklassificeringar,false,xbrli:monetaryItemType,duration,
69,765,Årets avskrivningar,MASKIN,-,,arets_avskr_maskiner,,,,true,ack_avskr_maskiner_ub-ack_avskr_maskiner_ib,,true,,,,MaskinerAndraTekniskaAnlaggningarForandringAvskrivningarAretsAvskrivningar,false,xbrli:monetaryItemType,duration,
70,766,Omräkningsdifferenser,MASKIN,,,,,,,,,,false,,,,MaskinerAndraTekniskaAnlaggningarForandringAvskrivningarOmrakningsdifferenser,false,xbrli:monetaryItemType,duration,
71,767,Utgående avskrivningar,MASKIN,,1219,ack_avskr_maskiner_ub,,,UB,,,credit,true,,,S2,MaskinerAndraTekniskaAnlaggningarAvskrivningar,false,xbrli:monetaryItemType,instant,
72,,Nedskrivningar,MASKIN,,,,,,,,,,false,,,H3,,,,,NEDSKR
73,768,Ingående nedskrivningar,MASKIN,-,1218,ack_nedskr_maskiner_ib,,,IB,,,credit,false,true,true,,MaskinerAndraTekniskaAnlaggningarNedskrivningar,false,xbrli:monetaryItemType,instant,NEDSKR
74,769,Förändringar av nedskrivningar,MASKIN,,,,,,,,,,false,,,,MaskinerAndraTekniskaAnlaggningarForandringNedskrivningarAbstract,true,xbrli:stringItemType,duration,NEDSKR
75,770,Fusion,MASKIN,,,,,,,,,,false,,,,MaskinerAndraTekniskaAnlaggningarForandringNedskrivningarFusion,false,xbrli:monetaryItemType,duration,NEDSKR
76,771,Återförda nedskrivningar vid försäljningar/utrangeringar,MASKIN,+,,aterfor_nedskr_fsg_maskiner,,,,,,,false,true,true,,MaskinerAndraTekniskaAnlaggningarForandringNedskrivningarAterfordaNedskrivningarForsaljningarRespUtrangeringar,false,xbrli:monetaryItemType,duration,NEDSKR
77,772,Återförda nedskrivningar,MASKIN,+,,aterfor_nedskr_maskiner,,,,,,,false,true,true,,MaskinerAndraTekniskaAnlaggningarForandringNedskrivningarAterfordaNedskrivningar,false,xbrli:monetaryItemType,duration,NEDSKR
78,773,Omklassificeringar,MASKIN,,,omklass_nedskr_maskiner,,,,,,,false,true,true,,MaskinerAndraTekniskaAnlaggningarForandringNedskrivningarOmklassificeringar,false,xbrli:monetaryItemType,duration,NEDSKR
79,774,Årets nedskrivningar,MASKIN,-,,arets_nedskr_maskiner,,,,true,ack_nedskr_maskiner_ub-ack_nedskr_maskiner_ib,,false,true,true,,MaskinerAndraTekniskaAnlaggningarForandringNedskrivningarAretsNedskrivningar,false,xbrli:monetaryItemType,duration,NEDSKR
80,775,Omräkningsdifferenser,MASKIN,,,,,,,,,,false,,,,MaskinerAndraTekniskaAnlaggningarForandringNedskrivningarOmrakningsdifferenser,false,xbrli:monetaryItemType,duration,NEDSKR
81,776,Utgående nedskrivningar,MASKIN,,1218,ack_nedskr_maskiner_ub,,,UB,,,credit,false,true,,S2,MaskinerAndraTekniskaAnlaggningarNedskrivningar,false,xbrli:monetaryItemType,instant,NEDSKR
82,777,Redovisat värde,MASKIN,,,red_varde_maskiner,,,,true,maskiner_ub+ack_avskr_maskiner_ub+ack_nedskr_maskiner_ub,debit,true,,,S2,MaskinerAndraTekniskaAnlaggningar,false,xbrli:monetaryItemType,instant,
83,778,Kommentar till not,MASKIN,,,,,,,,,,false,,,,NotMaskinerAndraTekniskaAnlaggningarKommentar,false,xbrli:stringItemType,duration,
84,779,"Inventarier, verktyg och installationer",INV,,,,,,,,,,false,,,,NotInventarierVerktygInstallationer,false,xbrli:stringItemType,duration,
85,780,"Inventarier, verktyg och installationer",INV,,,,,,,,,,false,,,,InventarierVerktygInstallationerAbstract,true,xbrli:stringItemType,duration,
86,,Anskaffningsvärden,INV,,,,,,,,,,true,,,H3,,,,,
87,781,Ingående anskaffningsvärden,INV,,1220-1227;1230-1237;1240-1247;1250-1257,inventarier_ib,,,IB,,,debit,true,,,,InventarierVerktygInstallationerAnskaffningsvarden,false,xbrli:monetaryItemType,instant,
88,782,Förändringar av anskaffningsvärden,INV,,,,,,,,,,false,,,,InventarierVerktygInstallationerForandringAnskaffningsvardenAbstract,true,xbrli:stringItemType,duration,
89,783,Inköp,INV,,,arets_inkop_inventarier,,,,true,inventarier_ub-inventarier_ib,,true,,,,InventarierVerktygInstallationerForandringAnskaffningsvardenInkop,false,xbrli:monetaryItemType,duration,
90,784,Rörelseförvärv,INV,,,,,,,,,,false,,,,InventarierVerktygInstallationerForandringAnskaffningsvardenRorelseforvarv,false,xbrli:monetaryItemType,duration,
91,785,Fusion,INV,,,,,,,,,,false,,,,InventarierVerktygInstallationerForandringAnskaffningsvardenFusion,false,xbrli:monetaryItemType,duration,
92,786,Försäljningar/utrangeringar,INV,,,arets_fsg_inventarier,,,,,,,false,true,true,,InventarierVerktygInstallationerForandringAnskaffningsvardenForsaljningarUtrangeringar,false,xbrli:monetaryItemType,duration,
93,787,Omklassificeringar,INV,,,arets_omklass_inventarier,,,,,,,false,true,true,,InventarierVerktygInstallationerForandringAnskaffningsvardenOmklassificeringar,false,xbrli:monetaryItemType,duration,
94,788,Omräkningsdifferenser,INV,,,,,,,,,,false,,,,InventarierVerktygInstallationerForandringAnskaffningsvardenOmrakningsdifferenser,false,xbrli:monetaryItemType,duration,
95,789,Utgående anskaffningsvärden,INV,,1220-1227;1230-1237;1240-1247;1250-1257,inventarier_ub,,,UB,,,debit,true,,,S2,InventarierVerktygInstallationerAnskaffningsvarden,false,xbrli:monetaryItemType,instant,
96,,Avskrivningar,INV,,,,,,,,,,true,,,H3,,,,,
97,790,Ingående avskrivningar,INV,,1229;1239;1249;1259,ack_avskr_inventarier_ib,,,IB,,,credit,true,,,,InventarierVerktygInstallationerAvskrivningar,false,xbrli:monetaryItemType,instant,
98,791,Förändringar av avskrivningar,INV,,,,,,,,,,false,,,,InventarierVerktygInstallationerForandringAvskrivningarAbstract,true,xbrli:stringItemType,duration,
99,792,Fusion,INV,,,,,,,,,,false,,,,InventarierVerktygInstallationerForandringAvskrivningarFusion,false,xbrli:monetaryItemType,duration,
100,793,Återförda avskrivningar vid försäljningar/utrangeringar,INV,,,aterfor_avskr_inventarier,,,,,,,false,true,true,,InventarierVerktygInstallationerForandringAvskrivningarAterfordaAvskrivningarForsaljningarRespUtrangeringar,false,xbrli:monetaryItemType,duration,
101,794,Omklassificeringar,INV,,,omklass_avskr_inventarier,,,,,,,false,true,true,,InventarierVerktygInstallationerForandringAvskrivningarOmklassificeringar,false,xbrli:monetaryItemType,duration,
102,795,Årets avskrivningar,INV,,,arets_avskr_inventarier,,,,true,ack_avskr_inventarier_ub-ack_avskr_inventarier_ib,,true,,,,InventarierVerktygInstallationerForandringAvskrivningarAretsAvskrivningar,false,xbrli:monetaryItemType,duration,
103,796,Omräkningsdifferenser,INV,,,,,,,,,,false,,,,InventarierVerktygInstallationerForandringAvskrivningarOmrakningsdifferenser,false,xbrli:monetaryItemType,duration,
104,797,Utgående avskrivningar,INV,,1229;1239;1249;1259,ack_avskr_inventarier_ub,,,UB,,,credit,true,,,S2,InventarierVerktygInstallationerAvskrivningar,false,xbrli:monetaryItemType,instant,
105,,Nedskrivningar,INV,,,,,,,,,,false,,,H3,,,,,NEDSKR
106,798,Ingående nedskrivningar,INV,,1228;1238;1248;1258,ack_nedskr_inventarier_ib,,,IB,,,credit,false,true,true,,InventarierVerktygInstallationerNedskrivningar,false,xbrli:monetaryItemType,instant,NEDSKR
107,799,Förändringar av nedskrivningar,INV,,,,,,,,,,false,,,,InventarierVerktygInstallationerForandringNedskrivningarAbstract,true,xbrli:stringItemType,duration,NEDSKR
108,800,Fusion,INV,,,,,,,,,,false,,,,InventarierVerktygInstallationerForandringNedskrivningarFusion,false,xbrli:monetaryItemType,duration,NEDSKR
109,801,Återförda nedskrivningar försäljningar/utrangeringar,INV,,,aterfor_nedskr_fsg_inventarier,,,,,,,false,true,true,,InventarierVerktygInstallationerForandringNedskrivningarAterfordaNedskrivningarForsaljningarRespUtrangeringar,false,xbrli:monetaryItemType,duration,NEDSKR
110,802,Återförda nedskrivningar,INV,,,aterfor_nedskr_inventarier,,,,,,,false,true,true,,InventarierVerktygInstallationerForandringNedskrivningarAterfordaNedskrivningar,false,xbrli:monetaryItemType,duration,NEDSKR
111,803,Omklassificeringar,INV,,,omklass_nedskr_inventarier,,,,,,,false,true,true,,InventarierVerktygInstallationerForandringNedskrivningarOmklassificeringar,false,xbrli:monetaryItemType,duration,NEDSKR
112,804,Årets nedskrivningar,INV,,,arets_nedskr_inventarier,,,,true,ack_nedskr_inventarier_ub-ack_nedskr_inventarier_ib,,false,true,true,,InventarierVerktygInstallationerForandringNedskrivningarAretsNedskrivningar,false,xbrli:monetaryItemType,duration,NEDSKR
113,805,Omräkningsdifferenser,INV,,,,,,,,,,false,,,,InventarierVerktygInstallationerForandringNedskrivningarOmrakningsdifferenser,false,xbrli:monetaryItemType,duration,NEDSKR
114,806,Utgående nedskrivningar,INV,,1228;1238;1248;1258,ack_nedskr_inventarier_ub,,,UB,,,credit,false,true,,S2,InventarierVerktygInstallationerNedskrivningar,false,xbrli:monetaryItemType,instant,NEDSKR
115,807,Redovisat värde,INV,,,red_varde_inventarier,,,,true,inventarier_ub+ack_avskr_inventarier_ub+ack_nedskr_inventarier_ub,debit,true,,,S2,InventarierVerktygInstallationer,false,xbrli:monetaryItemType,instant,
116,808,Kommentar till not,INV,,,,,,,,,,false,,,,NotInventarierVerktygInstallationerKommentar,false,xbrli:stringItemType,duration,
117,809,Förbättringsutgifter på annans fastighet,,,,,,,,,,,false,,,,NotForbattringsutgifterAnnansFastighet,false,xbrli:stringItemType,duration,
118,810,Förbättringsutgifter på annans fastighet,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetAbstract,true,xbrli:stringItemType,duration,
119,811,Ingående anskaffningsvärden,,,,,,,,,,debit,false,,,,ForbattringsutgifterAnnansFastighetAnskaffningsvarden,false,xbrli:monetaryItemType,instant,
120,812,Förändringar av anskaffningsvärden,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringAnskaffningsvardenAbstract,true,xbrli:stringItemType,duration,
121,813,Inköp,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringAnskaffningsvardenInkop,false,xbrli:monetaryItemType,duration,
122,814,Rörelseförvärv,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringAnskaffningsvardenRorelseforvarv,false,xbrli:monetaryItemType,duration,
123,815,Fusion,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringAnskaffningsvardenFusion,false,xbrli:monetaryItemType,duration,
124,816,Försäljningar/utrangeringar,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringAnskaffningsvardenForsaljningarUtrangeringar,false,xbrli:monetaryItemType,duration,
125,817,Omklassificeringar,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringAnskaffningsvardenOmklassificeringar,false,xbrli:monetaryItemType,duration,
126,818,Omräkningsdifferenser,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringAnskaffningsvardenOmrakningsdifferenser,false,xbrli:monetaryItemType,duration,
127,819,Utgående anskaffningsvärden,,,,,,,,,,debit,false,,,,ForbattringsutgifterAnnansFastighetAnskaffningsvarden,false,xbrli:monetaryItemType,instant,
128,820,Ingående avskrivningar,,,,,,,,,,credit,false,,,,ForbattringsutgifterAnnansFastighetAvskrivningar,false,xbrli:monetaryItemType,instant,
129,821,Förändringar av avskrivningar,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringAvskrivningarAbstract,true,xbrli:stringItemType,duration,
130,822,Fusion,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringAvskrivningarFusion,false,xbrli:monetaryItemType,duration,
131,823,Försäljningar/utrangeringar,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringAvskrivningarAterfordaAvskrivningarForsaljningarRespUtrangeringar,false,xbrli:monetaryItemType,duration,
132,824,Omklassificeringar,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringAvskrivningarOmklassificeringar,false,xbrli:monetaryItemType,duration,
133,825,Årets avskrivningar,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringAvskrivningarAretsAvskrivningar,false,xbrli:monetaryItemType,duration,
134,826,Omräkningsdifferenser,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringAvskrivningarOmrakningsdifferenser,false,xbrli:monetaryItemType,duration,
135,827,Utgående avskrivningar,,,,,,,,,,credit,false,,,,ForbattringsutgifterAnnansFastighetAvskrivningar,false,xbrli:monetaryItemType,instant,
136,828,Ingående nedskrivningar,,,,,,,,,,credit,false,,,,ForbattringsutgifterAnnansFastighetNedskrivningar,false,xbrli:monetaryItemType,instant,
137,829,Förändringar av nedskrivningar,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringNedskrivningarAbstract,true,xbrli:stringItemType,duration,
138,830,Fusion,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringNedskrivningarFusion,false,xbrli:monetaryItemType,duration,
139,831,Försäljningar/utrangeringar,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringNedskrivningarAterfordaNedskrivningarPaForsaljningarRespUtrangeringar,false,xbrli:monetaryItemType,duration,
140,832,Återförda nedskrivningar,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringNedskrivningarAterfordaNedskrivningar,false,xbrli:monetaryItemType,duration,
141,833,Omklassificeringar,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringNedskrivningarOmklassificeringar,false,xbrli:monetaryItemType,duration,
142,834,Årets nedskrivningar,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringNedskrivningarAretsNedskrivningar,false,xbrli:monetaryItemType,duration,
143,835,Omräkningsdifferenser,,,,,,,,,,,false,,,,ForbattringsutgifterAnnansFastighetForandringNedskrivningarOmrakningsdifferenser,false,xbrli:monetaryItemType,duration,
144,836,Utgående nedskrivningar,,,,,,,,,,credit,false,,,,ForbattringsutgifterAnnansFastighetNedskrivningar,false,xbrli:monetaryItemType,instant,
145,837,Redovisat värde,,,,,,,,,,debit,false,,,,ForbattringsutgifterAnnansFastighet,false,xbrli:monetaryItemType,instant,
146,838,Kommentar till not,,,,,,,,,,,false,,,,NotForbattringsutgifterAnnansFastighetKommentar,false,xbrli:stringItemType,duration,
147,839,Övriga materiella anläggningstillgångar,MAT,,,,,,,,,,false,,,,NotOvrigaMateriellaAnlaggningstillgangar,false,xbrli:stringItemType,duration,
148,840,Övriga materiella anläggningstillgångar,MAT,,,,,,,,,,false,,,,OvrigaMateriellaAnlaggningstillgangarAbstract,true,xbrli:stringItemType,duration,
149,,Anskaffningsvärden,MAT,,,,,,,,,,true,,,H3,,,,,
150,841,Ingående anskaffningsvärden,MAT,,1290-1297,ovrmat_ib,,,IB,,,debit,true,,,,OvrigaMateriellaAnlaggningstillgangarAnskaffningsvarden,false,xbrli:monetaryItemType,instant,
151,842,Förändringar av anskaffningsvärden,MAT,,,,,,,,,,false,,,,OvrigaMateriellaAnlaggningstillgangarForandringAnskaffningsvardenAbstract,true,xbrli:stringItemType,duration,
